title, release, cast1, cast2, cast3, cast4, cast5, crew1, crew2, crew3, crew4, crew5, genra, NotListed, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Riot, 1969-01-15, Gene Hackman, Jim Brown, Mike Kellin, Gerald S. O'Loughlin, , Buzz Kulik, William Castle, , , , Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Autoerotic, 2011-07-22, Amy Seimetz, Lane Hughes, Megan Mercier, Kate Lyn Sheil, Joe Swanberg, Adam Wingard, Joe Swanberg, Joe Swanberg, Adam Wingard, Simon Barrett, Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Amazing Grace, 1992-09-09, Sharon Alexander, Aki Avni, Gal Hoyberger, Rivka Michaeli, , Amos Guttman, Amos Guttman, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Vamperotica: Tales from the Bloodvault, 2001-01-01, Nick Capiot, Glori-Anne Gilbert, Savannah Powers, , , Kirk Lindo, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Getting Away with Murder, 1996-04-12, Jack Lemmon, Dan Aykroyd, Bonnie Hunt, J.C. Quinn, Jerry Adler, Harvey Miller, Penny Marshall, Frank Price, Harvey Miller, Georgianne Walken, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bert Visscher - Jammer, 1992-01-01, Bert Visscher, , , , , , , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Hardys Ride High, 1939-04-21, Lewis Stone, Mickey Rooney, Cecilia Parker, Fay Holden, Ann Rutherford, George B. Seitz, Agnes Christine Johnston, Kay Van Riper, William Ludwig, , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Feast of Stephen, 2009-06-11, Remy Germinario, Ty Anania, Louis Anania, Phil Naess, Theo Saluan, James Franco, James Franco, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Alleged, 2010-09-09, Nathan West, Colm Meaney, Brian Dennehy, Fred Thompson, Ashley Johnson, Tom Hines, Brian Godawa, Leo Severino, , , Drama-History-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Custer's Last Fight, 1912-10-03, Francis Ford, Grace Cunard, William Eagle Shirt, J. Barney Sherry, Art Acord, Francis Ford, , , , , Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
El Verso, 1996-02-15, Luis Brandoni, Virginia Lago, Hugo Arana, Marcos Zucker, Tincho Zabala, Santiago Carlos Oves, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lots of Luck, 1985-02-03, Annette Funicello, Martin Mull, Fred Willard, Polly Holliday, Tracey Gold, Peter Baldwin, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Death Wish 5: The Face of Death, 1994-01-14, Charles Bronson, Lesley-Anne Down, Michael Parks, Chuck Shamata, Robert Joy, Allan A. Goldstein, Brian Garfield, Michael Colleary, Allan A. Goldstein, Allan A. Goldstein, Action-Crime-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,
Tanya Tate's Brit School Brats, 2013-04-05, Tanya Tate, Carla Mai, Jess West, Katie K, Faye X, Tanya Tate, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Quiet Riot Starwood Club Hollywood CA 10-26-1979, 1979-10-26, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Trouble In The Peace, 2013-03-08, , , , , , Julian T. Pinder, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Don't F*** My Sister, 2013-04-16, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Gangland, 2001-11-10, Costas Mandylor, Sasha Mitchell, Kathleen Kinmont, Vincent Klyn, Tim Thomerson, Art Camacho, , , , , Action-Drama-Foreign-ScienceFiction-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,,
Aroused, 1999-12-07, Carmen, Mark Davis, Jami Dion, Tera Patrick, Olivier Sanchez, Andrew Blake, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jerry Springer: The Opera, 2005-11-14, David Bedella, David Soul, Leon Craig, Carrie Ellis, Alison Jiear, Peter Orton, Stewart Lee, Richard Thomas, Richard Thomas, , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Test Tube Teens from the Year 2000, 1994-07-27, Morgan Fairchild, Ian Abercrombie, Brian Bremer, Christopher Wolf, Sara Suzanne Brown, Reg Powell, Charles Band, Karen L. Spencer, Kenneth J. Hall, David DeCoteau, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
END:CIV, 2011-01-01, , , , , , Franklin Lopez, , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Hope Springs, 2012-08-07, Meryl Streep, Steve Carell, Tommy Lee Jones, Jean Smart, Marin Ireland, David Frankel, Vanessa Taylor, Brian Bell, Todd Black, Jason Blumenthal, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Pinball Summer, 1980-07-11, Michael Zelniker, Carl Marotte, Helene Udy, Karen Stephen, Thomas Kovacs, George Mihalka, Richard Zelniker, Jack F. Murphy, Fred J. Fox, Bob Presner, Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Industrial Britain, 1931-01-31, Donald Calthrop, , , , , Robert J. Flaherty, Edgar Anstey, Robert J. Flaherty, John Grierson, , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Hooligan Assist the Magician, 1900-11-01, J. Stuart Blackton, , , , , J. Stuart Blackton, Albert E. Smith, Frederick Opper, , , Comedy-Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
The Land, 1969-01-01, Hamdy Ahmed, Yehia Chahine, Ezzat El Alaili, Tewfik El Dekn, , Youssef Chahine, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hyenas, 2010-05-12, Christa Campbell, Costas Mandylor, Rudolf Martin, Joshua Alba, Meshach Taylor, , , , , , Drama-Horror,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Lunatic, 1992-02-07, Julie T. Wallace, Carl Bradshaw, Paul Campbell, , , Lol Creme, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fist of Honor, 1993-05-19, Sam J. Jones, Joey House, Harry Guardino, Nicholas Worth, Frank Sivero, Richard Pepin, Joseph Merhi, Richard Pepin, , , Action-Adventure-Drama-Thriller,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,,
Powertool, 1986-07-03, Jeff Stryker, Tony Bravo, Jeff Converse, John Davenport, Brian Estevez, John Travis (VII), , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Story of One Crime, 1962-01-01, , , , , , Fyodor Khitruk, , , , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
River Patrol, 1948-03-01, John Blythe, Lorna Dean, Wally Patch, Stan Paskin, , Ben R. Hart, James Corbett, , , , Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Saved by the Juvenile Court, 1913-08-07, Ida L. Greggory, Ben Lindsey, , , , Otis Thayer, George Creel, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mega Shark vs. Crocosaurus, 2010-12-21, Jaleel White, Gary Stretch, Sarah Lieving, Robert Picardo, Gerald Webb, Christopher Ray, Micho Rutare, Naomi L. Selfman, , , Action-Horror-ScienceFiction,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Brighton Rock, 2010-09-13, Andy Serkis, Helen Mirren, John Hurt, Sam Riley, Andrea Riseborough, Rowan Joffe, Rowan Joffe, Graham Greene, , , Crime-Drama-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
I'm Staying, 2007-04-19, Andrey Krasko, Fyodor Bondarchuk, Andrey Sokolov, Elena Yakovleva, Vladimir Yepifantsev, Karen Oganesyan, Dmitriy Konstantinov, Alyona Zvantsova, , , Comedy-Drama-Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Never Belongs to Me, 2006-02-03, , , , , , Gee-woong Nam, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Strangers No More, 2010-01-01, , , , , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Semi-Tough, 1977-11-18, Burt Reynolds, Kris Kristofferson, Jill Clayburgh, Robert Preston, Bert Convy, Michael Ritchie, Walter Bernstein, Dan Jenkins, David Merrick, Jerry Fielding, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Father and the Foreigner, 2010-01-01, Alessandro Gassman, Amr Waked, Kseniya Rappoport, Nadine Labaki, Leo Gullotta, Ricky Tognazzi, Ricky Tognazzi, Giancarlo De Cataldo,, Giancarlo De Cataldo,, Simona Izzo, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fired Up!, 2009-02-20, Nicholas D'agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims, Danneel Ackles, Will Gluck, Freedom Jones, Zachary Woodlee, , , Comedy-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
FBI Code 98, 1963-01-04, Jack Kelly, Ray Danton, Andrew Duggan, Philip Carey, William Reynolds, Leslie H. Martinson, , , , , Crime-Drama,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Alexandra, 2007-09-26, Galina Vishnevskaya, Vasily Shevtsov, Raisa Gichaeva, , , Alexander Sokurov, Alexander Sokurov, , , , Drama-Foreign-War,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Jeux d'enfants dans une rue, 1896-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Confessional, 1995-09-29, Lothaire Bluteau, Patrick Goyette, Jean-Louis Millette, Kristin Scott Thomas, Ron Burrage, Robert Lepage, Robert Lepage, , , , Drama-Mystery-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,,
Daddy, 1973-01-01, , , , , , Peter Whitehead, Niki De Saint Phalle, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Johnny Eager, 1941-12-09, Robert Taylor, Lana Turner, Edward Arnold, Van Heflin, Robert Sterling, Mervyn LeRoy, James Edward Grant, James Edward Grant, John Lee Mahin, John W. Considine Jr., Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Oh Darling Yeh Hai India, 1995-11-07, Shahrukh Khan, Deepa Sahi, Javed Jaffrey, Anupam Kher, Amrish Puri, Ketan Mehta, Ketan Mehta, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Latex-Service, 2009-01-26, Jana Bach, Chaos Costa, Ramona Deluxe, El Fin, Lee-Roy, , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NYC 3/94, 1994-03-01, Dwight Ewell, Lianna Pai, Paul Schulze, James Urbaniak, , Hal Hartley, Hal Hartley, Hal Hartley, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dirt! The Movie, 2009-08-07, Jamie Lee Curtis, Bill Logan, Andy Lipkis, , , , , , , , Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Abohomaan, 2009-12-22, Deepankar De, Mamata Shankar, Jisshu Sengupta, Ananya Chatterjee, Riya Sen, Rituparno Ghosh, Rituparno Ghosh, , , , Drama-Foreign-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Balloon Land, 1935-09-30, Billy Bletcher, , , , , Ub Iwerks, Ub Iwerks, Pat Powers, Zez Confrey, Carl W. Stalling, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Madame Butterfly, 1932-12-30, Sylvia Sidney, Cary Grant, Charles Ruggles, Irving Pichel, Helen Jerome Eddy, Marion Gering, David Belasco, John Luther Long, , , Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Skydivers, 1963-01-01, Kevin Casey, Eric Tomlin, Anthony Cardoza, Marcia Knight, Bob Carrano, Coleman Francis, Coleman Francis, George Buckner, Helen Buckner, Anthony Cardoza, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Legend of the Dragonslayer Sword, 1996-01-01, Ching-tao Ma, Ken Tong, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kill the Dragon, 1988-01-01, Aleksandr Abdulov, Oleg Yankovskiy, Evgeni Leonov, Vyacheslav Tikhonov, Aleksandra Zakharova, Yevgeni Shvarts, Grigori Gorin, Mark Zakharov, Mark Zakharov, , Drama-Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
Paul Chowdhry - What's Happening White People?, 2012-11-19, Paul Chowdhry, , , , , Paul Chowdhry, Paul Wheeler, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Forgotten Silver, 1995-10-28, Peter Jackson, Johnny Morris, Costa Botes, Harvey Weinstein, Leonard Maltin, Costa Botes, Peter Jackson, Peter Jackson, Costa Botes, , Comedy-Documentary-Foreign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Expert Guide To Rough Sex, 2009-04-09, Aiden Starr, Derrick Pierce, Christopher Zale, Lexi Belle, Mark Davis, Jennifer Ketcham, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Border Line, 2003-06-28, Yumi Asou, Kanako Fukaura, Ayaka Maeda, Ken Mitsuishi, Tetsu Sawaki, Lee Sang-Il, Lee Sang-Il, , , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Girl Is Mime, 2009-12-31, Martin Freeman, , , , , Timm Bunn, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Danielle Dax - Bad Miss M Live, 2006-02-27, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Top of the Food Chain, 1999-09-11, Campbell Scott, Fiona Loewi, Tom Everett Scott, Nigel Bennett, Hardee T. Lineham, John Paizs, Phil Bedard, Larry Lalonde, , , Comedy-Horror-ScienceFiction,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Brilliant Lies, 1996-08-08, Anthony LaPaglia, Zoe Carides, Ray Barrett, Michael Veitch, Gia Carides, Richard Franklin, Richard Franklin, Peter Fitzpatrick, , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Beckett on Film - Rough for Theatre 2, 2000-01-01, Jim Norton, Timothy Spall, Hugh B. O'Brien, , , Katie Mitchell, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Karthavyam, 1991-01-02, , , , , , , , , , , Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Charming Sinners, 1929-08-16, Ruth Chatterton, Clive Brook, Mary Nolan, William Powell, Laura Hope Crews, Robert Milton, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Land of Scarecrows, 2008-10-05, Nellisa Arnado, Adelyn Bacon, Jocelyn Baculi, Phuong Thi Bich, Elena Heyrosa, Gyeong-tae Roh, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Swingtime in the Movies, 1938-02-08, Fritz Feld, Kathryn Kane, John Carroll, Charley Foy, Jerry Colonna, Crane Wilbur, , , , , Comedy-Music,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hapax Legomena III: Critical Mass, 1971-12-31, Frank Albetta, Barbara DiBenedetto, , , , Hollis Frampton, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ruby Gentry, 1953-12-02, Jennifer Jones, Charlton Heston, Karl Malden, Tom Tully, James K Anderson, King Vidor, Joseph Bernhard, King Vidor, Heinz Roemheld, Silvia Richards, Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Lead Shoes, 1949-12-31, , , , , , Sidney Peterson, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
A Lion in the House, 2006-01-20, , , , , , Steven Bognar, Julia Reichert, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bartholomew Versus the Wheel, 1964-02-29, Mel Blanc, Leslie Barringer, , , , Robert McKimson, William Lava, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Louvre: The Visit, 1998-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stryker, 1983-09-02, Steve Sandor, Andrea Savio, Mike Lane, William Ostrander, Julie Gray, Cirio H. Santiago, Cirio H. Santiago, Howard R. Cohen, Leonard Hermes, , Action-ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Yellow Submarine, 1968-07-17, Paul Angelis, Paul Angelis, Uwe Friedrichsen, Martin Hirthe, John Lennon, George Dunning, Al Brodax, Jack Mendelsohn, Lee Minoff, Erich Segal, Animation-Fantasy-Music,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Batman: Year One, 2011-09-27, Ben McKenzie, Bryan Cranston, Eliza Dushku, Katee Sackhoff, Alex Rocco, Sam Liu, Lauren Montgomery, Frank Miller, Bob Kane, Tab Murphy, Action-Adventure-Animation-Crime-ScienceFiction,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,
Tonya and Jeff's Wedding Night, 1994-08-01, Tonya Harding, Jeff Gillooly, , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kabhi Haan Kabhi Naa, 1993-01-01, Deepak Tijori, Suchitra Krishnamoorthi, Rita Bhaduri, Shahrukh Khan, Satish Shah, Kundan Shah, Ranjit Kapoor, Kundan Shah, Pankaj Advani, Pankaj Advani, Comedy-Drama-Music,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Omelette, 2013-05-06, , , , , , Madeline Sharafian, , , , , Animation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Summerhood, 2008-01-29, Lucian Maisel, Reva Timbers, Scott Beaudin, Jacob Medjuck, Joe Flaherty, Jacob Medjuck, Tony Dean Smith, Jacob Medjuck, David Willinsky, Paul McNeill, Comedy-Drama-Romance,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ty Mne Snishsya, 2007-11-11, Olga Lomonosova, Anna Slynko, Maksim Drozd, , , Vladimir Nakhabtsev Ml., , , , , Drama-Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Return of Ironside, 1993-05-04, , , , , , Gary Nelson, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dinosaur, 2000-05-19, Daniel Bernard Sweeney, Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, Ralph Zondag, Eric Leighton, Pam Marsden, Baker Bloodworth, John Harrison, Animation-Family,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Rag Tag, 2006-06-02, , , , , , Adaora Nwandu, Adaora Nwandu, , , , Action-Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Young Buffalo Bill, 1940-01-01, Roy Rogers, George 'Gabby' Hayes, Pauline Moore, Julian Rivero, Hugh Sothern, Joseph Kane, Harrison Jacobs, Robert Yost, Gerald Geraghty, Norman Houston, Western,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
Blow Me Down!, 1933-10-26," William ""Billy"" Costello", Bonnie Poe, William Pennell, , , Dave Fleischer, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Fugitive Kind, 1960-04-14, Marlon Brando, Anna Magnani, Joanne Woodward, Victor Jory, Maureen Stapleton, Sidney Lumet, Tennessee Williams, Meade Roberts, Boris Kaufman, Kenyon Hopkins, Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Vardi, 1989-01-06, Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit, Vinod Mehra, Umesh Mehra, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Akseli and Elina, 1970-12-04, Aarno Sulkanen, Ulla Eklund, Risto Taulo, Anja Pohjola, , Edvin Laine, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Whoregasm, 1988-01-01, , , , , , Nick Zedd, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Nowhere to Hide, 1999-07-31, Joong-Hoon Park, Ahn Sung-Ki, Jang Dong-gun, Choi Ji-woo, Ahn Jae-mo, Lee Myung-Se, Lee Myung-Se, Sung-woo Jo, Kwang-Seok Jeong, Haeng-Ki Song, Action-Comedy-Crime,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Media Blitz: The Germs Story, 2004-03-30, Darby Crash, Pat Smear, Don Bolles, Lorna Doom, , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WWE WrestleMania VIII, 1992-04-05, Hulk Hogan, Randy Savage, Ric Flair, Sid Eudy, Owen Hart, , , , , , Action-Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
King of California, 2007-01-24, Michael Douglas, Evan Rachel Wood, Willis Burks II, Kathleen Wilhoite, Arthur Santiago, Michael London, Alexander Payne, Avi Lerner, Randall Emmett, John Thompson, Comedy-Drama,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
World Comedy Unplugged 2004, 2004-01-01, , , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Phantom Museums: The Short Films of the Quay Brothers, 2007-04-24, , , , , , Stephen Quay, Timothy Quay, , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Superguy: Behind the Cape, 2000-03-22, , , , , , Bill Lae, Mark Teague, , , , Action-Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Deceived, 2011-07-15, Jason Gorze, Mike Winkler, Rob Arnold, Stephanie Leonard, Andy Hinkle, Mike Winkler, Mike Winkler, Stephanie Leonard, Mike Winkler, Jason Gorze, Crime-Drama-Thriller,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Trapped in the Closet: Chapters 13-22, 2007-08-21, R. Kelly, , , , , R. Kelly, Jim Swaffield, Victor Mignatti, R. Kelly, , Comedy-Crime-Music,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Real Howard Spitz, 1998-08-28, Kelsey Grammer, Genevieve Tessier, Joseph Rutten, Amanda Donohoe, Kay Tremblay, Vadim Jean, Jurgen Wolff, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Colors in the Dark, 2011-01-13, Bruno Ganz, Senta Berger, , , , Sophie Heldman, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Captains Courageous, 1937-05-11, Freddie Bartholomew, Spencer Tracy, Lionel Barrymore, Melvyn Douglas, Charley Grapewin, Victor Fleming, Rudyard Kipling, John Lee Mahin, Dale Van Every, Marc Connelly, Adventure-Drama-Family,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,,
Die unglaublichen Abenteuer des Guru Jakob, 1983-07-14, Zachi Noy, Thomas Ohrner, Sonja Martin, Wolfgang Fierek, Sibylle Rauch, Franz Marischka, , , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dudes, 1987-08-01, Jon Cryer, Daniel Roebuck, Catherine Mary Stewart, Flea, Lee Ving, Penelope Spheeris, Randall Jahnson, , , , Comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Body Temperature, 2011-09-27, Chavetaro Ishizaki, Rin Sakuragi, , , , Takaomi Ogata, , , , , Drama-Romance,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Rick Wakeman - The Six Wives Of Henry VIII, 2009-10-05, Rick Wakeman, , , , , Rick Wakeman, , , , , Music,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Gypsy and the Gentleman, 1958-01-15, Melina Mercouri, Keith Michell, Flora Robson, Patrick McGoohan, June Laverick, Joseph Losey, Janet Green, Maurice Cowan, Earl St. John, Reginald Beck, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
